HeartRate,SkinConductance,EEG,Temperature,PupilDiameter,SmileIntensity,FrownIntensity,CortisolLevel,ActivityLevel,AmbientNoiseLevel,LightingLevel,EmotionalState,CognitiveState,EngagementLevel
85,3.0603096634713034,6.069176278335653,36.285904997303845,2.848693780784608,0.4347397281981143,0.2509635635929523,1.3898241028739835,52,41,542,partially engaged,distracted,3
87,3.793232267512649,5.71000909402199,36.32404355605423,2.9315339981267456,0.3586281020516141,0.2900413232230239,1.1141552128125891,79,44,565,partially engaged,focused,3
82,4.861308188638481,7.079451066060976,36.39443505490904,2.571321718678255,0.4624710088200797,0.3720294621924402,1.3577385643438395,77,50,961,partially engaged,focused,3
89,3.860328596048472,7.9809648534874365,36.43052046726315,2.607845683986443,0.3351287665077733,0.2506757189715903,1.4457750247064354,80,44,376,partially engaged,focused,3
107,1.8820396453944683,4.356786706161039,37.255721416958814,2.2826131905854155,0.0011866993492112,0.5646503467501297,1.512387063467192,42,32,606,disengaged,distracted,2
113,1.4974472705933253,2.6135300158605097,37.30917668948928,2.197285849231619,0.1583748530125025,0.6404812790793478,1.8401064522094408,42,46,893,disengaged,distracted,3
73,12.852158751252231,15.127134815929953,36.90653297462784,3.497257237271609,0.9783171614319685,0.1505343497229588,0.585570824873032,170,30,623,engaged,distracted,1
90,4.953382873921596,8.594095218367636,36.0421953732851,2.6974802138051746,0.4034550805346533,0.3678027206319604,1.3646727671648864,95,46,795,partially engaged,focused,2
111,1.5641290431448622,0.8766083918929957,37.39131039453851,2.331905052625141,0.1366416619095173,0.644466019138178,1.8335007663404324,0,58,569,disengaged,focused,3
103,0.950794743727766,2.5712098396118623,37.10414067931254,2.304285168931825,0.1445999919187498,0.6121520257896356,1.7927258484287194,15,37,729,disengaged,distracted,2
114,0.6567147046544108,2.4663221705255323,37.4580755134072,2.477827712620767,0.185413823210237,0.5787344200891521,1.6162345201083816,32,45,374,disengaged,focused,3
63,8.74212795739058,16.206369521207595,36.88126283854699,3.735558198267917,0.907211783539576,0.0064368806430804,0.5238668948393781,197,41,961,engaged,distracted,3
68,10.781406737621204,10.52586860214377,36.62765690058564,3.638354304885478,0.929590945055338,0.1833966794362805,0.7502097479175409,112,39,698,engaged,distracted,3
114,1.0752492014947093,2.5842926276865867,37.45254201888048,2.39496636052794,0.1818145052722589,0.5654741164343462,1.7621877433276785,47,39,312,disengaged,focused,3
68,13.769210069103044,18.064166740187908,36.62415924151242,3.372752720067173,0.8724631125977418,0.097870625081517,0.5769132883617762,133,45,920,engaged,distracted,1
78,10.058672985286885,10.622505899414543,36.96106019489882,3.177116568678373,0.764172346718277,0.160713520280062,0.6077266384778217,127,42,989,engaged,distracted,3
69,12.596949977999117,15.643411678731509,36.92798793019757,3.894558002877383,0.824366741222699,0.1450782492317888,0.7746100499434319,182,39,739,engaged,focused,1
79,14.63683272260502,14.00310899231113,36.68190105421617,3.703585058998771,0.5893656182976135,0.0726646967147502,0.6456537231372439,169,58,948,engaged,focused,3
102,1.7150931798736897,2.5708527335380094,37.34174830854904,2.0376240088389665,0.0898011158494086,0.5284679502307555,1.7997308378933283,38,39,555,disengaged,focused,2
66,5.767667371449807,13.102378614407344,36.75333858855355,3.5846601031717613,0.5333327756379116,0.130291837143214,0.7444378803767473,108,42,743,engaged,distracted,3
75,14.503354666683904,17.232899483428163,36.53533409515404,3.681783121212345,0.8433583298024243,0.1811721127585054,0.686466066235046,108,38,604,engaged,focused,1
118,0.664150484362672,0.3112186307939046,37.26093648638245,2.4087238252534764,0.0412885384258137,0.6582323136673336,1.6020043182553836,33,37,704,disengaged,focused,3
115,1.1747092622759787,0.1566873033836313,37.053357485934185,2.274998742743679,0.1182814825797827,0.5086960790281274,1.7866883940007792,37,33,852,disengaged,focused,3
88,3.7870804874407047,5.467945660362113,36.10114038376969,2.654951113668634,0.4481625183020046,0.2049428758776966,1.4515586414360682,59,57,634,partially engaged,focused,3
113,0.1621792566571682,3.8448392155168687,37.07065748670138,2.442378455131229,0.1060443973183052,0.7845418458366189,1.6451804564040975,23,45,604,disengaged,distracted,3
81,3.2640712632368203,9.462162691635822,36.0589936041622,2.854342359405048,0.3696397964427321,0.2202670968265194,1.193332278401002,86,59,973,partially engaged,distracted,3
97,3.1362543453220213,8.166692909212948,36.40657560049375,2.6485443265936204,0.3427442305644035,0.3333790541740684,1.3351600329153908,97,41,346,partially engaged,focused,2
74,13.5304066211651,15.21002172948357,36.81065104458605,3.0913714405614146,0.7163074664360228,0.0454604814477047,0.6271125150412545,111,36,530,engaged,distracted,1
70,12.437809301448562,15.909999590859538,36.76970909637674,3.42730604323449,0.9863549867806932,0.1120385108468466,0.626983199156111,173,34,346,engaged,distracted,1
71,13.515308052874936,16.231732430313926,36.67379594111488,3.619088565273801,0.7922244521557564,0.1213051011592981,0.8096301068938607,152,57,888,engaged,focused,1
67,10.860017273507117,12.833277386116263,36.98907656104202,3.2631502596023294,0.7348144403211826,0.1754730091426136,0.5400318313301131,170,58,719,engaged,focused,3
110,0.1424001969489963,4.43602157128946,37.38291277348122,2.0984705866224456,0.1240935946428507,0.7384038705293647,1.9447953206834323,33,45,636,disengaged,focused,3
69,10.078500727175616,16.882280421776912,36.98951467971257,3.235951789194526,0.5842606380412391,0.068403764995574,0.5821995113601547,172,33,641,engaged,focused,1
81,3.1251238834847057,6.843620026378965,36.097264987450025,2.7237057271434977,0.4249271117376352,0.2278309669036447,1.4864064307351073,63,31,578,partially engaged,distracted,3
111,0.2693178532483704,3.836079765863401,37.308819025271774,2.4100320597716856,0.120135584591041,0.7888509899728419,1.8134659154649289,6,33,896,disengaged,focused,3
97,4.9166641129010165,9.891118342906871,36.23561166545187,2.58137455389119,0.3404168629954878,0.3779202790248789,1.455841502164868,79,33,442,partially engaged,focused,2
86,3.345664568137115,6.117136583748346,36.15483510004508,2.8503121790811505,0.3448381397678798,0.3243453230617764,1.2948688062781015,70,32,811,partially engaged,distracted,3
65,11.967136003530284,19.373395631247,36.58272082000944,3.649189284636493,0.622119734044088,0.1807165970603283,0.5497497071283078,177,45,309,engaged,distracted,1
99,3.0647535210941217,9.770690396919049,36.42536534229302,2.647309149842452,0.3015082185431997,0.2593314352236122,1.1406552352353714,83,44,540,partially engaged,focused,2
92,2.211319957910781,7.356474142666584,36.274165999264895,2.5464558306648515,0.3754995418275045,0.2634164834785901,1.2680281771635435,72,45,735,partially engaged,distracted,2
77,6.367550236133876,18.129477019446213,36.83927101489538,3.8890749167467193,0.724668029717717,0.1787779525444383,0.9328870611780378,130,39,468,engaged,focused,3
69,12.151647345384376,19.28245346438076,36.89848738944791,3.609297439291415,0.5579263885018823,0.0582961345158197,0.9844212035491956,115,35,559,engaged,distracted,1
63,12.075533559193197,17.340042545436845,36.64272886014358,3.297671979346304,0.7344464927543919,0.0043577899524511,0.8946615051805817,107,47,480,engaged,distracted,1
63,11.108386565849337,11.79783830977044,36.77318424551307,3.8349341485264095,0.6513623980391096,0.166530300450528,0.892311641884994,148,51,609,engaged,focused,3
77,10.429424057977258,17.176173700192592,36.940265262826415,3.6410423182678944,0.6901720856247695,0.036925441347463,0.8800179277312157,167,48,920,engaged,distracted,1
60,5.910538503094644,12.511002237065345,36.64246490276256,3.64720913449491,0.5804416838710295,0.1860613825973776,0.7771808431711367,151,54,781,engaged,focused,3
60,5.224469671617823,19.900863745790826,36.77876218809713,3.0351950021401777,0.7949888023498,0.0874157516579357,0.5120188483332044,173,56,996,engaged,distracted,3
71,10.460913252963929,19.57813182753358,36.87382230629839,3.850118868056112,0.6769977847723334,0.1108728081656819,0.8077028387138854,156,32,392,engaged,focused,1
99,3.058235037551277,9.10627224944421,36.26988726012144,2.6521551382399617,0.3874553538228781,0.2131535539669151,1.4724543433749568,59,42,603,partially engaged,focused,2
79,12.80338247625157,17.944412009213938,36.62824026318405,3.5291744531818496,0.9802398757804888,0.0179269089641655,0.8415249490147817,191,48,765,engaged,distracted,1
77,13.012141878430365,14.747550617686375,36.8225528382932,3.49991438786686,0.8156361283205795,0.0276061830393273,0.5193316930890499,130,57,667,engaged,distracted,3
99,3.8455260489819407,7.279447120671205,36.01940599051343,2.517432953158513,0.3181176004241331,0.2706162314801732,1.0030914754818647,73,40,509,partially engaged,distracted,2
110,1.3019371438149396,1.9917766098295453,37.04173464759098,2.145352427952191,0.1087453469660329,0.5826906110048584,1.610617673958951,28,35,428,disengaged,distracted,3
79,9.84368151342658,15.738627739626502,36.573691633798674,3.3245763356293674,0.7050448416305765,0.1616425661033006,0.8850797615430763,187,59,713,engaged,focused,3
66,7.434563577719976,19.88247155690245,36.97606193906544,3.5632647205206203,0.8494512859470715,0.160286076441729,0.860499210022452,126,35,531,engaged,distracted,3
85,4.795649845509278,5.726058433573352,36.14595179532816,2.652137325086328,0.3060116624403997,0.2072546469379981,1.4763964135414565,68,49,958,partially engaged,focused,3
61,12.148429288450242,13.665172035546204,36.61388020154664,3.1018373415997997,0.8644665058590186,0.0361130033350449,0.5348241349631488,183,39,446,engaged,focused,3
117,1.830387422849133,4.491363322462767,37.48549202893844,2.333714003003495,0.1943828260251369,0.7497434000095727,1.6354160701699796,26,39,652,disengaged,distracted,3
90,2.0125914824916955,5.940243765734543,36.002030293143434,2.859919230675245,0.3851068595442399,0.2625149454155717,1.380860445547594,87,31,350,partially engaged,distracted,2
105,0.9230579170801034,1.5263215080371797,37.11115910460711,2.1064629752413007,0.0818378749439597,0.797535906586379,1.5004268487187016,23,50,540,disengaged,focused,2
83,3.371782413775462,5.743120652349525,36.20249851943847,2.551599905952918,0.4066086575777166,0.2195876730765712,1.395254190586578,99,42,679,partially engaged,focused,3
117,0.8370327733053677,1.9074564662111368,37.04910444452443,2.261927803521411,0.1029004329714184,0.6404306133348816,1.870259182341225,0,42,985,disengaged,distracted,3
74,6.365669267033004,10.166394642019505,36.87577652817451,3.238423700495356,0.501003522919487,0.174486471507029,0.721894419245453,166,41,354,engaged,distracted,3
111,1.074620518007221,4.616129392431163,37.298189916351184,2.4858253023097467,0.0272902236540917,0.6704915313784511,1.8990625240032148,14,31,662,disengaged,distracted,3
87,3.835213717527415,8.643546242376763,36.380605757582735,2.885386344105304,0.4326888787277931,0.2431622372837316,1.2021178779197397,92,47,925,partially engaged,distracted,3
109,0.157893929673244,2.677683388985974,37.15626113566216,2.112696947158415,0.101162136703943,0.681826802166961,1.5048861157097406,36,57,388,disengaged,distracted,2
81,2.6987436826671,7.254283413088045,36.04833238358284,2.6675765713111605,0.4013760888064406,0.3465480428671584,1.099038560029316,90,37,773,partially engaged,distracted,3
110,1.5023074072911569,3.801936910902517,37.19453035480933,2.375810275422407,0.0773540417205915,0.769612048872438,1.5886111916532348,38,36,572,disengaged,distracted,3
79,14.8931618350921,11.965102888079189,36.79336453920735,3.842940639877261,0.793279280373677,0.0744540516253354,0.5401142813588529,147,56,807,engaged,distracted,3
94,4.88258844884594,8.575159207791431,36.37469157717993,2.717984633000189,0.3219929656263412,0.2533432972334642,1.129855552033165,69,51,665,partially engaged,distracted,2
119,0.4643571003672102,3.5934769357376943,37.27355565986914,2.223390581515689,0.1619568053476627,0.5730485777555546,1.9415879853071616,4,49,970,disengaged,distracted,3
84,4.625176892506828,9.08791343924668,36.30078103441095,2.876593851924087,0.3866638980465793,0.3094755506999492,1.0310350683542555,93,57,597,partially engaged,distracted,3
112,0.1193433113649933,0.8469956281630364,37.39791632947522,2.000572975314128,0.0564808657691728,0.6752115973479865,1.7977249657346484,43,41,818,disengaged,distracted,3
61,10.094018695309703,17.253105755407006,36.74931223163314,3.6084910865636166,0.9488870341275256,0.0802902015224744,0.6925625354596111,158,56,534,engaged,focused,1
64,5.29771907407132,15.041484897283162,36.90211689451611,3.5499210705196638,0.634818082608338,0.1572336842898742,0.6348585020412694,109,41,799,engaged,focused,3
95,4.153791574503494,6.087114855671066,36.13203356783684,2.8746641278539244,0.3355671871654441,0.2491775172946755,1.0087737814113251,95,54,704,partially engaged,focused,2
82,4.083156357534624,6.071638809766566,36.34368819536394,2.7981883088466284,0.3732245958444006,0.2875651623268809,1.283960251636704,96,39,601,partially engaged,distracted,3
66,12.206763590925185,16.558343876174053,36.57754680313551,3.267996448795364,0.6965885157938002,0.0559859243312886,0.6139051453380657,131,40,380,engaged,distracted,1
84,3.696416394650751,6.129763554266269,36.45903828113432,2.595591519548658,0.4589901865649354,0.3933345333410586,1.363546364612118,98,33,589,partially engaged,distracted,3
104,0.43492068720779,1.019097468582557,37.16228214212774,2.003565010110503,0.1363396940165669,0.5806003353883483,1.9075916161463764,21,45,488,disengaged,focused,2
117,0.4843442460945542,3.6062704871486977,37.37755889465271,2.1104990787618174,0.1001993673224391,0.6050605775938905,1.8859531217000445,19,41,941,disengaged,focused,3
106,1.5587265300954365,1.1757778500420852,37.37681094029218,2.4326871560464123,0.1757243193615145,0.7351020779058812,1.7040070834991343,21,46,429,disengaged,focused,2
96,3.915876197307277,5.805370890347343,36.4902244493182,2.851992960932332,0.4506755090492736,0.2131553406822289,1.381708907110336,73,39,362,partially engaged,distracted,2
102,1.7661154584651346,2.0508215752090164,37.3071662382924,2.2641166163574797,0.0757764759102469,0.6163449627832793,1.7777325029543365,43,35,446,disengaged,distracted,2
95,3.340926708208217,9.925631118380622,36.17572738464286,2.8222894479404346,0.3274830999652936,0.2130962763660438,1.435771007000615,57,30,857,partially engaged,distracted,2
65,6.476434926371589,10.26338701748552,36.99496157121036,3.278870848991223,0.961771378468113,0.1991772551519431,0.7999206105715571,145,56,406,engaged,focused,3
79,13.062461495859326,17.501663163764576,36.87359506055284,3.9572356114840272,0.7433085461509962,0.1348336081113309,0.911938681812902,111,38,381,engaged,focused,1
115,1.3723915593711131,2.25569949750525,37.209668328699365,2.0362948215845598,0.0013002293656831,0.658668189959553,1.7087464261757996,7,39,640,disengaged,focused,3
113,0.7763228959206339,0.7287058793698886,37.114994806645726,2.309045311582495,0.0134847732407363,0.6394171268750113,1.8047307930053824,10,50,793,disengaged,focused,3
74,7.054232565952628,11.028143862310536,36.65628486676148,3.885584789428589,0.7609259722476424,0.0271300211874416,0.6012495248020475,165,50,863,engaged,distracted,3
114,1.2325871123705932,4.369118686766701,37.25048091317968,2.1655882070505337,0.1992543135606408,0.6066899965422068,1.714301319890256,32,38,612,disengaged,focused,3
67,8.864901060585147,10.85710093438284,36.56965293333638,3.004640825498007,0.5047721462911876,0.0760575779005704,0.904581902473888,196,47,834,engaged,focused,3
90,3.55774771275466,9.098965720852792,36.44018936259309,2.924870364072688,0.4624264211606078,0.2365426147126567,1.2969381126826105,64,41,311,partially engaged,distracted,2
87,2.2675114315591505,5.510816169531109,36.45114078522031,2.815093219560599,0.3524634428996013,0.2558600778426912,1.305097415824315,99,34,440,partially engaged,focused,3
102,1.8652340343406677,2.3921841902043828,37.28060282654943,2.298049263835048,0.0819959451773133,0.7515448071697473,1.5925879694225296,9,44,694,disengaged,distracted,2
81,4.866235082237088,9.534060750482242,36.39468803868876,2.856163343020669,0.347027661603954,0.3267806454096225,1.321636996905148,69,54,770,partially engaged,distracted,3
74,13.50084021330636,19.483637310214803,36.6806248472868,3.518646289421669,0.889547627906498,0.1124156275131297,0.9967417608531248,112,35,799,engaged,distracted,1
116,0.1402192785456837,1.0347657597431463,37.16768714243976,2.1842993475930794,0.1352209286508316,0.6587064021678573,1.6910542351526634,12,39,416,disengaged,focused,3
119,1.54105055861526,0.2050234434739123,37.414658746461285,2.270498260707365,0.1055638382449034,0.7113735883319598,1.9297797663267329,13,53,798,disengaged,focused,3
103,0.3013164639778365,4.393154630865036,37.02033600918506,2.403668585359904,0.1360843252851296,0.7714182822268838,1.9487315751237235,8,30,812,disengaged,distracted,2
99,2.374014365504605,5.392343058720273,36.224138572915365,2.54879876992437,0.4455804766225185,0.3937881421015199,1.2847914788915464,84,47,512,partially engaged,distracted,2
114,0.6420396211017994,1.3266203503233358,37.326159600776776,2.279505446298421,0.0724821283626603,0.6924462412416764,1.635610760192059,40,41,696,disengaged,focused,3
88,3.784790712202476,9.203003112520726,36.014791422272616,2.681471296087823,0.4631386754488931,0.3627909567603446,1.4243439634414663,84,54,371,partially engaged,distracted,3
76,6.465033405054186,17.85098008951025,36.62256300222725,3.737817727586946,0.7275008092639863,0.1972526929105544,0.7899469153746405,134,56,540,engaged,focused,3
112,0.0361332701917282,3.0429079893782256,37.41522979521468,2.1184008850302254,0.0442127510170369,0.6826658549357811,1.908989638212747,12,39,784,disengaged,focused,3
65,9.841642473920018,14.680816210850985,36.8224818853726,3.55563475720497,0.8170440288070591,0.1747998851075788,0.8731530847438047,169,58,464,engaged,distracted,3
95,3.3733380537969198,5.081529508932524,36.08703206870366,2.7442568199978767,0.4645306918100738,0.2557454013454248,1.2613217165655746,97,43,672,partially engaged,focused,2
101,0.2873528727095404,0.2298114850555516,37.43857990100901,2.0059164179398863,0.0122641965670135,0.7415216482484308,1.641004168386528,24,35,317,disengaged,distracted,2
60,6.92518871819798,17.09402769719331,36.53070329157056,3.918934743110497,0.5405374580736494,0.1828462752688325,0.7454036247263514,122,54,620,engaged,focused,3
117,1.300356251922024,0.6355964592852426,37.2530850428276,2.264581550477831,0.1028892856270619,0.670847551556003,1.5093623568971952,44,46,586,disengaged,focused,3
100,1.7540938492154992,1.90531073392783,37.29496158913691,2.435300421287856,0.0429628128208269,0.6457224069850562,1.9803709108643344,32,40,856,disengaged,distracted,2
104,0.7021524774864765,4.425420596867233,37.477441519383774,2.475053821343069,0.1397884783937142,0.6528805666473838,1.591344467453671,12,55,635,disengaged,distracted,2
109,1.8120389115529765,1.7991601604627934,37.031507695346406,2.300298351789725,0.0249635338083685,0.7389788724223725,1.8208732212505288,30,37,311,disengaged,distracted,2
63,8.810706764344223,17.745602499145875,36.70867073663316,3.9723654847799774,0.8678702249467246,0.0030999833380642,0.9399928457804182,153,47,506,engaged,focused,3
66,12.34492400611051,18.649685594304803,36.76817481394978,3.289049732945779,0.6756577726265878,0.0685778659192112,0.6633390519047562,110,37,621,engaged,focused,1
95,2.9212472392500235,5.93347148730706,36.41928883318571,2.8708916654448515,0.4861674063119821,0.2331039471209819,1.0721256570582958,60,42,727,partially engaged,distracted,2
100,0.824668431266645,0.3759642385087819,37.37778859764194,2.200726910151886,0.068604754556278,0.6527324997174307,1.854478401881424,35,49,433,disengaged,distracted,2
80,2.0692688680466027,8.34262569223057,36.42255282049013,2.6773135472215595,0.3092066272283437,0.3973551194771115,1.1318491277255336,89,57,731,partially engaged,focused,3
71,12.385570406335567,12.939165968905655,36.78735160195974,3.4155599944371424,0.5588819961383092,0.066057402498422,0.8624352528570334,121,42,783,engaged,focused,3
101,1.48010599335157,4.151628402973506,37.420725336653405,2.283199847380234,0.1560147871246581,0.6477185376441558,1.9757649182091503,38,43,336,disengaged,focused,2
108,0.8782088948139348,3.074586212080297,37.11549493659997,2.277898120572149,0.1615786713869009,0.5771254897411169,1.7901611229571015,36,42,324,disengaged,distracted,2
100,0.7008451436321848,4.97241441226067,37.28188759921482,2.4122307795464693,0.1450270445821582,0.7558415941108843,1.586900477269284,32,58,955,disengaged,distracted,2
93,3.4013692780794185,6.960640734846361,36.36193551915736,2.954806898441456,0.3050072672474888,0.2896477693110793,1.3053906780389737,83,40,981,partially engaged,focused,2
114,0.3515450200949215,3.155684481038993,37.06162316808975,2.245655383756349,0.1310363627353735,0.6737383750266531,1.5700002413503713,44,30,361,disengaged,distracted,3
111,1.8161488050591816,4.068057576730585,37.4869619394436,2.204125902082568,0.0662331508444068,0.508455215703535,1.7249479279940467,45,33,468,disengaged,distracted,3
76,10.135912763692904,16.620095646140467,36.77580143299205,3.274020717402408,0.8981412191475311,0.0346722024943867,0.952489916893182,133,41,659,engaged,distracted,1
67,5.286101435992352,19.19876727675241,36.71537517098288,3.2034951005403114,0.777832036574393,0.0437812325182633,0.603010999840804,175,47,584,engaged,focused,3
77,10.729932782532224,19.968254368112405,36.929509077185386,3.0076707992897886,0.5252778547686949,0.1220158880262489,0.813128040566149,155,45,805,engaged,distracted,1
86,3.389769813183508,5.450369314734456,36.498280709756926,2.775765326466141,0.4400954939380284,0.2813484774382623,1.273857854089618,96,52,798,partially engaged,distracted,3
112,0.3653319894107565,3.4707170747982428,37.44349314675343,2.287969083705895,0.1279392756733122,0.6223013268551413,1.837380416858257,6,38,941,disengaged,focused,3
89,2.83806896972228,8.657628076342908,36.28928770569161,2.618738347502812,0.352434310348323,0.2982306348620901,1.20961847074868,57,43,419,partially engaged,distracted,3
116,0.2381420014690383,0.8156993811394148,37.16677680730066,2.457570599490454,0.155095548601189,0.597236381699696,1.5438179088913675,23,56,967,disengaged,focused,3
94,3.87700798977472,5.742050616913186,36.339854314639545,2.5524521931746555,0.4744220817586054,0.303332099160388,1.1925703681557898,94,59,419,partially engaged,distracted,2
70,5.881800612408529,13.368593821760868,36.6988423630403,3.909709665389178,0.9780039622581008,0.0240760929330249,0.5595538398943904,185,36,568,engaged,focused,3
92,2.725443257111458,5.178114328770493,36.137797967385325,2.846763213612994,0.3852072325479123,0.3033740703303521,1.4586477983074426,73,53,506,partially engaged,focused,2
88,4.5557922473716825,8.874278987153533,36.13186709347252,2.6621170631870417,0.362055567155132,0.3295617596043823,1.0306057534944897,50,58,949,partially engaged,focused,3
107,1.034311940977916,2.860688735826767,37.06494641314938,2.420340754308791,0.1573919365928394,0.6969411181660828,1.7330955181644692,29,34,750,disengaged,distracted,2
76,8.71800997717288,16.180222786815122,36.78772046326533,3.394241987834916,0.6533369858440381,0.0814021584474644,0.7869557030166989,190,30,813,engaged,focused,3
97,4.282889953282426,7.657337479787065,36.0338375816128,2.684158252813063,0.4769826914423987,0.3510473062399904,1.1616233919720036,51,32,898,partially engaged,focused,2
94,2.0272825409072577,7.169040182591634,36.1794852148435,2.769544502603397,0.4593545721139691,0.3684861604300894,1.200614999805846,77,50,454,partially engaged,distracted,2
78,11.412149902350247,10.644376255526923,36.86691505971073,3.5390901450222474,0.5992914891130416,0.1079045887025299,0.5914988583010494,149,53,451,engaged,distracted,3
78,12.23828681822945,11.867684162700089,36.869274937185054,3.479352289215833,0.7268708795471508,0.1702870075714949,0.8543017621703344,118,40,410,engaged,focused,3
95,3.102595843784351,8.525408154176677,36.37072588401968,2.848303193680406,0.4873427119262996,0.2474588553990302,1.0947282265574882,81,31,311,partially engaged,focused,2
87,3.2072554827709463,7.359545549572938,36.35836239134073,2.938153014833397,0.3544437601679551,0.2684153591942141,1.4653696981812063,59,43,515,partially engaged,distracted,3
90,4.972286466618138,9.117267822352002,36.3728705682757,2.6040233271331346,0.4752279569368014,0.3051577687071093,1.444645011035978,60,41,580,partially engaged,focused,2
81,2.742852197182833,6.36414192457149,36.48912429694449,2.8371457527836186,0.4863361991241932,0.3669990044409644,1.2892992453390488,60,56,441,partially engaged,distracted,3
103,1.251732219230736,3.5025349783944018,37.12654220161071,2.4047896304574925,0.1900649077934546,0.6395717945539808,1.8505335915549388,28,43,869,disengaged,distracted,2
100,1.588686687970876,1.7943914401876442,37.478293776739775,2.496857404129789,0.1832001085191686,0.5254630234448432,1.6665915777480134,19,41,511,disengaged,distracted,2
89,3.4411927645625906,5.532481585022255,36.41973577116155,2.872570774210239,0.3117753206030824,0.241882917919057,1.278638781657505,59,34,630,partially engaged,distracted,3
103,1.7840511380599469,4.345914319902552,37.49895466089514,2.292591570749207,0.1502383272902771,0.5608015718921914,1.8337644091120848,26,33,684,disengaged,focused,2
80,4.492378168517222,9.692332313088816,36.434416736350805,2.934346947449426,0.3127446653377436,0.3691923905391912,1.303739197251559,86,31,838,partially engaged,focused,3
92,4.033021324304141,6.641008752688087,36.23388813249301,2.840864218527567,0.4823549094048285,0.3650873831209997,1.2252985645518,52,30,415,partially engaged,distracted,2
